Case_Type,Cases,Difference,Date,Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count,People_Total_Tested_Count,People_Hospitalized_Cumulative_Count,Data_Source,Prep_Flow_Runtime
Deaths,0,0,1/29/2020,Guatemala,Guatemala,N/A,,GT,GTM,,15.7835,-90.2308,17915567,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Seychelles,Seychelles,N/A,,SC,SYC,,-4.6796,55.492,98340,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,18,0,3/5/2020,"Qinghai, China",China,Qinghai,,CN,CHN,,35.7452,95.9956,6030000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,51608,3802,4/6/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,960,25,4/8/2020,"Hong Kong, China",China,Hong Kong,,HK,HKG,,22.3,114.2,7496988,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,300,2,4/13/2020,"Saskatchewan, Canada",Canada,Saskatchewan,,CA,CAN,,52.9399,-106.4509,1181666,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,589,87,3/27/2020,Argentina,Argentina,N/A,,AR,ARG,,-38.4161,-63.6167,45195777,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/8/2020,Uruguay,Uruguay,N/A,,UY,URY,,-32.5228,-55.7658,3473727,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,32,0,2/27/2020,Taiwan*,Taiwan*,N/A,,TW,TWN,,23.7,121,23816775,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,527,10,4/14/2020,"Western Australia, Australia",Australia,Western Australia,,AU,AUS,,-31.9505,115.8605,2630600,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,93,0,3/11/2020,"Jilin, China",China,Jilin,,CN,CHN,,43.6661,126.1923,27040000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/21/2020,Kosovo,Kosovo,N/A,,XK,XKS,,42.602636,20.902977,1810366,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/7/2020,West Bank and Gaza,West Bank and Gaza,N/A,,PS,PSE,,31.9522,35.2332,5101416,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Burkina Faso,Burkina Faso,N/A,,BF,BFA,,12.2383,-1.5616,20903278,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,Timor-Leste,Timor-Leste,N/A,,TL,TLS,,-8.874217,125.727539,1318442,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/2/2020,Guinea-Bissau,Guinea-Bissau,N/A,,GW,GNB,,11.8037,-15.1804,1967998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,250,0,4/12/2020,Guinea,Guinea,N/A,,GN,GIN,,9.9456,-9.6966,13132792,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/19/2020,Niger,Niger,N/A,,NE,NER,,17.607789,8.081666,24206636,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/8/2020,Saint Lucia,Saint Lucia,N/A,,LC,LCA,,13.9094,-60.9789,183629,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/4/2020,Eritrea,Eritrea,N/A,,ER,ERI,,15.1794,39.7823,3546427,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/2/2020,"Bonaire, Sint Eustatius and Saba, Netherlands",Netherlands,"Bonaire, Sint Eustatius and Saba",,BQ,BES,,12.1784,-68.2385,26221,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,11,0,4/11/2020,Seychelles,Seychelles,N/A,,SC,SYC,,-4.6796,55.492,98340,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,1/29/2020,Sri Lanka,Sri Lanka,N/A,,LK,LKA,,7.873054,80.771797,21413250,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,0,3/31/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1140,342,3/14/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/17/2020,Western Sahara,Western Sahara,N/A,,EH,ESH,,24.2155,-12.8858,597330,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/5/2020,Brunei,Brunei,N/A,,BN,BRN,,4.5353,114.7277,437483,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/26/2020,Angola,Angola,N/A,,AO,AGO,,-11.2027,17.8739,32866268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/4/2020,"Northwest Territories, Canada",Canada,Northwest Territories,,CA,CAN,,64.8255,-124.8457,44904,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,351,0,4/10/2020,"Fujian, China",China,Fujian,,CN,CHN,,26.0789,117.9874,39410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1355,55,4/14/2020,Kuwait,Kuwait,N/A,,KW,KWT,,29.31166,47.481766,4270563,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/12/2020,"Sint Maarten, Netherlands",Netherlands,Sint Maarten,,SX,SXM,,18.0425,-63.0548,42882,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/25/2020,Ghana,Ghana,N/A,,GH,GHA,,7.9465,-1.0232,31072945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/23/2020,Mongolia,Mongolia,N/A,,MN,MNG,,46.8625,103.8467,3278292,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/11/2020,Yemen,Yemen,N/A,,YE,YEM,,15.552727,48.516388,29825968,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,537,5,2/16/2020,"Shandong, China",China,Shandong,,CN,CHN,,36.3427,118.1498,100470000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/29/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,4/14/2020,Taiwan*,Taiwan*,N/A,,TW,TWN,,23.7,121,23816775,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,135,15,3/29/2020,"Newfoundland and Labrador, Canada",Canada,Newfoundland and Labrador,,CA,CAN,,53.1355,-57.6604,521365,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2051,346,3/18/2020,Netherlands,Netherlands,N/A,,NL,NLD,,52.1326,5.2913,17134873,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,1,3/28/2020,Uzbekistan,Uzbekistan,N/A,,UZ,UZB,,41.377491,64.585262,33469199,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,180,0,4/4/2020,"Tianjin, China",China,Tianjin,,CN,CHN,,39.3054,117.323,15600000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,2/29/2020,Afghanistan,Afghanistan,N/A,,AF,AFG,,33.93911,67.709953,38928341,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,22213,2365,3/21/2020,Germany,Germany,N/A,,DE,DEU,,51.165691,10.451526,83783945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/29/2020,"French Guiana, France",France,French Guiana,,GF,GUF,,4,-53,298682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/14/2020,"Nova Scotia, Canada",Canada,Nova Scotia,,CA,CAN,,44.682,-63.7443,977457,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1939,145,4/11/2020,Egypt,Egypt,N/A,,EG,EGY,,26.820553,30.802498,102334403,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,103093,4617,4/16/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/26/2020,"French Polynesia, France",France,French Polynesia,,PF,PYF,,-17.6797,149.4068,280904,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/20/2020,France,France,N/A,,FR,FRA,,46.2276,2.2137,65273512,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6,2,3/14/2020,Kazakhstan,Kazakhstan,N/A,,KZ,KAZ,,48.0196,66.9237,18776707,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,333,18,4/12/2020,Ecuador,Ecuador,N/A,,EC,ECU,,-1.8312,-78.1834,17643060,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/13/2020,Thailand,Thailand,N/A,,TH,THA,,15.870032,100.992541,69799978,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,18,0,3/3/2020,"Qinghai, China",China,Qinghai,,CN,CHN,,35.7452,95.9956,6030000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/29/2020,Mali,Mali,N/A,,ML,MLI,,17.570692,-3.996166,20250834,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,5496,266,4/13/2020,Pakistan,Pakistan,N/A,,PK,PAK,,30.3753,69.3451,220892331,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3183,445,4/3/2020,Romania,Romania,N/A,,RO,ROU,,45.9432,24.9668,19237682,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/4/2020,Congo (Kinshasa),Congo (Kinshasa),N/A,,CD,COD,,-4.322447,15.307045,89561404,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/2/2020,Botswana,Botswana,N/A,,BW,BWA,,-22.3285,24.6849,2351625,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,3/29/2020,"Alberta, Canada",Canada,Alberta,,CA,CAN,,53.9333,-116.5765,4413146,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/29/2020,Morocco,Morocco,N/A,,MA,MAR,,31.7917,-7.0926,36910558,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,"Manitoba, Canada",Canada,Manitoba,,CA,CAN,,53.7609,-98.8139,1377517,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/30/2020,South Sudan,South Sudan,N/A,,SS,SSD,,6.877,31.307,11193729,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/5/2020,Armenia,Armenia,N/A,,AM,ARM,,40.0691,45.0382,2963234,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/28/2020,Jamaica,Jamaica,N/A,,JM,JAM,,18.1096,-77.2975,2961161,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2,0,3/2/2020,Egypt,Egypt,N/A,,EG,EGY,,26.820553,30.802498,102334403,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/10/2020,Maldives,Maldives,N/A,,MV,MDV,,3.2028,73.2207,540542,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,10866,1104,3/29/2020,Netherlands,Netherlands,N/A,,NL,NLD,,52.1326,5.2913,17134873,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/24/2020,Tanzania,Tanzania,N/A,,TZ,TZA,,-6.369028,34.888822,59734213,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/25/2020,Somalia,Somalia,N/A,,SO,SOM,,5.152149,46.199616,15893219,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/11/2020,Thailand,Thailand,N/A,,TH,THA,,15.870032,100.992541,69799978,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/28/2020,"Nova Scotia, Canada",Canada,Nova Scotia,,CA,CAN,,44.682,-63.7443,977457,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/27/2020,Nigeria,Nigeria,N/A,,NG,NGA,,9.082,8.6753,206139587,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,4,0,3/15/2020,"Manitoba, Canada",Canada,Manitoba,,CA,CAN,,53.7609,-98.8139,1377517,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,182,13,2/2/2020,"Shanghai, China",China,Shanghai,,CN,CHN,,31.202,121.4491,24240000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,462,1,4/20/2020,San Marino,San Marino,N/A,,SM,SMR,,43.9424,12.4578,33938,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/20/2020,Burma,Burma,N/A,,MM,MMR,,21.9162,95.956,54409794,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,237,11,4/7/2020,Senegal,Senegal,N/A,,SN,SEN,,14.4974,-14.4524,16743930,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/21/2020,Dominica,Dominica,N/A,,DM,DMA,,15.415,-61.371,71991,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,8271,614,3/28/2020,Austria,Austria,N/A,,AT,AUT,,47.5162,14.5501,9006400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/20/2020,Slovakia,Slovakia,N/A,,SK,SVK,,48.669,19.699,5459643,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/7/2020,Lithuania,Lithuania,N/A,,LT,LTU,,55.1694,23.8813,2722291,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,7,0,3/2/2020,Croatia,Croatia,N/A,,HR,HRV,,45.1,15.2,4105268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,22,1,4/2/2020,"Prince Edward Island, Canada",Canada,Prince Edward Island,,CA,CAN,,46.5107,-63.4168,158158,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/28/2020,Serbia,Serbia,N/A,,RS,SRB,,44.0165,21.0059,8737370,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2979,251,4/12/2020,Qatar,Qatar,N/A,,QA,QAT,,25.3548,51.1839,2881060,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,584,0,4/16/2020,Niger,Niger,N/A,,NE,NER,,17.607789,8.081666,24206636,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1272,0,3/1/2020,"Henan, China",China,Henan,,CN,CHN,,33.882,113.614,96050000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/25/2020,Equatorial Guinea,Equatorial Guinea,N/A,,GQ,GNQ,,1.6508,10.2679,1402985,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/16/2020,"Curacao, Netherlands",Netherlands,Curacao,,CW,CUW,,12.1696,-68.99,164100,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,114,0,4/6/2020,Cambodia,Cambodia,N/A,,KH,KHM,,11.55,104.9167,16718971,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,189,1,3/23/2020,Kuwait,Kuwait,N/A,,KW,KWT,,29.31166,47.481766,4270563,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/23/2020,"Saskatchewan, Canada",Canada,Saskatchewan,,CA,CAN,,52.9399,-106.4509,1181666,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/31/2020,"Macau, China",China,Macau,,MO,MAC,,22.1667,113.55,649342,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/10/2020,Brazil,Brazil,N/A,,BR,BRA,,-14.235,-51.9253,212559409,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,359,61,4/1/2020,Azerbaijan,Azerbaijan,N/A,,AZ,AZE,,40.1431,47.5769,10139175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,1,4/5/2020,Georgia,Georgia,N/A,,GE,GEO,,42.3154,43.3569,3989175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,990,0,3/21/2020,"Anhui, China",China,Anhui,,CN,CHN,,31.8257,117.2264,63240000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,20,0,4/3/2020,Tanzania,Tanzania,N/A,,TZ,TZA,,-6.369028,34.888822,59734213,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2511,308,4/11/2020,Ukraine,Ukraine,N/A,,UA,UKR,,48.3794,31.1656,43733759,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/1/2020,Ghana,Ghana,N/A,,GH,GHA,,7.9465,-1.0232,31072945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/1/2020,"Bermuda, United Kingdom",United Kingdom,Bermuda,,BM,BMU,,32.3078,-64.7505,62273,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,19,3,3/13/2020,Japan,Japan,N/A,,JP,JPN,,36.204824,138.252924,126476458,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/25/2020,Holy See,Holy See,N/A,,VA,VAT,,41.9029,12.4534,809,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/24/2020,"Falkland Islands (Malvinas), United Kingdom",United Kingdom,Falkland Islands (Malvinas),,FK,FLK,,-51.7963,-59.5236,3483,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,168,0,2/25/2020,"Hainan, China",China,Hainan,,CN,CHN,,19.1959,109.7453,9340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/8/2020,Nepal,Nepal,N/A,,NP,NPL,,28.1667,84.25,29136808,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,157,0,2/13/2020,"Hainan, China",China,Hainan,,CN,CHN,,19.1959,109.7453,9340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/24/2020,West Bank and Gaza,West Bank and Gaza,N/A,,PS,PSE,,31.9522,35.2332,5101416,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,9,2,3/30/2020,Thailand,Thailand,N/A,,TH,THA,,15.870032,100.992541,69799978,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/3/2020,"South Australia, Australia",Australia,South Australia,,AU,AUS,,-34.9285,138.6007,1756500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/6/2020,Kyrgyzstan,Kyrgyzstan,N/A,,KG,KGZ,,41.20438,74.766098,6524191,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1276,0,4/7/2020,"Henan, China",China,Henan,,CN,CHN,,33.882,113.614,96050000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
